db,model,language,timestamp,rows,em_old_mean,em_new_mean,ex_mean,em_changed_rows,path
INDIA_Economic_Census_Firms,qwen_qwen3_8b,English,20260318_030334,59,0.03389830508474576,0.03389830508474576,0.2711864406779661,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_evaluated.jsonl
INDIA_Economic_Census_Firms,qwen_qwen3_8b,Hindi,20260318_030334,59,0.0,0.0,0.05084745762711865,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hindi_evaluated.jsonl
INDIA_Economic_Census_Firms,qwen_qwen3_8b,Hinglish,20260318_030334,59,0.05084745762711865,0.01694915254237288,0.2542372881355932,4,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_hinglish_evaluated.jsonl
INDIA_Economic_Census_Firms,qwen_qwen3_8b,Marathi,20260318_030334,58,0.034482758620689655,0.017241379310344827,0.25862068965517243,3,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_marathi_evaluated.jsonl
INDIA_Economic_Census_Firms,qwen_qwen3_8b,Tamil,20260318_030334,59,0.06779661016949153,0.05084745762711865,0.5254237288135594,3,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_tamil_evaluated.jsonl
INDIA_Economic_Census_Firms,qwen_qwen3_8b,Telugu,20260318_030334,55,0.07272727272727272,0.01818181818181818,0.34545454545454546,5,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_Economic_Census_Firms/eval_files_oneshot_qwen_qwen3_8b/INDIA_Economic_Census_Firms_text2sql_20260318_030334_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Bengali,20260319_172930,119,0.008403361344537815,0.0,0.42857142857142855,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,English,20260319_172930,119,0.01680672268907563,0.0,0.4789915966386555,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Hindi,20260319_172930,119,0.008403361344537815,0.0,0.453781512605042,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Hinglish,20260319_172930,119,0.01680672268907563,0.0,0.42857142857142855,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Marathi,20260319_172930,119,0.008403361344537815,0.0,0.4369747899159664,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Tamil,20260319_172930,119,0.008403361344537815,0.0,0.4117647058823529,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,default,Telugu,20260319_172930,119,0.008403361344537815,0.0,0.35294117647058826,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Bengali,20260319_172930,80,0.0,0.0,0.3,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,English,20260319_172930,80,0.0125,0.0,0.2875,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Hindi,20260319_172930,80,0.025,0.0125,0.325,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Hinglish,20260319_172930,80,0.0375,0.0125,0.375,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Marathi,20260319_172930,80,0.0125,0.0125,0.35,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Tamil,20260319_172930,80,0.0125,0.0,0.3375,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,deepseek_deepseek_v3_2,Telugu,20260319_172930,80,0.0375,0.0125,0.35,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Bengali,20260319_172930,100,0.01,0.0,0.18,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,English,20260319_172930,100,0.04,0.01,0.31,3,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Hindi,20260319_172930,100,0.03,0.01,0.15,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Hinglish,20260319_172930,100,0.03,0.01,0.18,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Marathi,20260319_172930,100,0.01,0.01,0.22,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Tamil,20260319_172930,100,0.02,0.01,0.15,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,meta_llama_llama_3_3_70b_instruct,Telugu,20260319_172930,100,0.01,0.0,0.16,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_meta_llama_llama_3_3_70b_instruct/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Bengali,20260319_172930,100,0.02,0.0,0.25,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,English,20260319_172930,100,0.02,0.0,0.32,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Hindi,20260319_172930,100,0.01,0.0,0.27,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Hinglish,20260319_172930,100,0.01,0.0,0.15,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Marathi,20260319_172930,100,0.01,0.01,0.27,0,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Tamil,20260319_172930,100,0.02,0.01,0.36,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,minimax_minimax_m2_7,Telugu,20260319_172930,100,0.01,0.0,0.23,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_minimax_minimax_m2_7/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Bengali,20260319_172930,100,0.05,0.02,0.3,3,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,English,20260319_172930,100,0.05,0.01,0.39,4,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Hindi,20260319_172930,100,0.05,0.01,0.3,4,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Hinglish,20260319_172930,100,0.04,0.0,0.3,4,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Marathi,20260319_172930,100,0.04,0.02,0.19,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Tamil,20260319_172930,100,0.03,0.01,0.27,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Facility_wise,qwen_qwen3_8b,Telugu,20260319_172930,100,0.06,0.01,0.29,5,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Facility_wise/eval_files_oneshot_qwen_qwen3_8b/INDIA_HMIS_Sub_District_Report_Facility_wise_text2sql_20260319_172930_telugu_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Bengali,20260319_182650,45,0.022222222222222223,0.0,0.5777777777777777,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_bengali_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,English,20260319_182650,45,0.044444444444444446,0.0,0.5777777777777777,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Hindi,20260319_182650,45,0.022222222222222223,0.0,0.5555555555555556,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_hindi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Hinglish,20260319_182650,45,0.044444444444444446,0.0,0.6,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_hinglish_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Marathi,20260319_182650,45,0.022222222222222223,0.0,0.6,1,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_marathi_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Tamil,20260319_182650,45,0.044444444444444446,0.0,0.6222222222222222,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_tamil_evaluated.jsonl
INDIA_HMIS_Sub_District_Report_Rural_Urban,deepseek_deepseek_v3_2,Telugu,20260319_182650,45,0.044444444444444446,0.0,0.6222222222222222,2,/Users/aviraldawar/Desktop/Text2SQLResearch/IndicDB/output/INDIA_HMIS_Sub_District_Report_Rural_Urban/eval_files_oneshot_deepseek_deepseek_v3_2/INDIA_HMIS_Sub_District_Report_Rural_Urban_text2sql_20260319_182650_telugu_evaluated.jsonl
